10763,Capitola,36.9752283,-121.953293
5036,Manresa,41.7292826,1.8225154
108024,"The Hook",51.280906,-0.963043
6063,"Moss Landing",36.8044003,-121.7868953
4957,"Marina State Beach",36.6894274,-121.8103532
6008,"Lover's Point",46.2166321,-94.6258475
6006,Boneyard,37.7914991,-120.1799797
6009,Asilomar,37.4227101,-122.0878943
6007,"Mole Point",43.2562595,6.5320349
6059,"Ghost Tree",44.1851991,-121.1741639
6003,"Carmel Beach",36.5502388,-121.9291215
6005,"Big Sur Rivermouth",36.2704212,-121.807976
6002,"Sand Dollar Beach",35.9232476,-121.4686936
6010,"Willow Creek",39.547372,-106.3566719
5053,"Pico Creek",31.3827517,-81.5373155
5051,"San Simeon",35.6438587,-121.1907533
5054,Moonstone,42.5313462,-107.5181248
5055,"Santa Rosa Creek",-11.9761987,-76.9916806
5057,"Cayucos Pier",35.4427511,-120.8921254
4193,"Morro Bay",35.3659445,-120.8499924
5060,"Cable Landing",-41.2912927,174.7818004
5064,"Avila Beach",35.1800113,-120.7319127
66211,"Shell Beach",29.8532611,-89.6795032
5065,"Pismo Beach Pier",35.1382871,-120.6447315
5043,"Surf Beach",-35.7584157,150.2100602
5038,Jalama,41.8096401,48.5133237
5039,"Point Conception",34.4485977,-120.4715514
4991,Refugio,28.3052838,-97.2752704
4993,"El Capitan",37.734189,-119.6374361
4994,Sands,46.4297856,-87.431995
4995,"Coal Oil Point",34.4072179,-119.878194
4997,"Campus Point",34.4044408,-119.844027
4990,Leadbetter,44.1044061,-70.2063757
4998,Sandspit,53.243025,-131.820879
4999,Hammond's,35.441983,-84.6195864
5001,"Carpinteria State Beach",34.3926449,-119.5216464
5000,Tarpits,34.0638031,-118.3554151
4197,Rincon,18.3402164,-67.2500174
4961,"Oil Piers",34.3508494,-119.4251351
4960,Stanley's,-38.3739888,145.0787414
4981,"Pitas Point",34.3194427,-119.3884494
49737,Mondos,45.023778,0.719166
4989,Solimar,41.1317717,1.3065117
4988,"Summer Beach",30.5851112,-81.4456975
4980,"Emma Wood",37.4229138,-122.0872674
4982,"Ventura Overhead",34.274646,-119.2290316
89981,"Ventura Point",32.7703271,-117.24337
4200,"C Street",37.3953533,-94.0891481
4201,"Ventura Harbor",34.2643043,-119.269869
4968,Oxnard,34.1975048,-119.1770516
4203,"County Line",45.9455861,-102.2731002
4953,"Leo Carrillo",32.4647482,-116.9761751
4949,Zuma,41.5509339,-90.2713944
4947,"Point Dume",34.0016746,-118.8068986
4944,"Latigo Point",32.3094362,-111.0054761
4209,Malibu,34.0259216,-118.7797571
4210,Topanga,34.0919452,-118.6021321
4940,"Chart House",51.1319371,1.2148581
4883,"Sunset Blvd",34.0078342,-81.1424667
4886,"Santa Monica Pier",34.0093515,-118.4974682
4211,"Venice Beach",33.9962144,-118.4688776
4895,"Dockweiler State Beach",33.9422601,-118.4424214
4900,"El Porto",33.9033823,-118.4191242
4901,"Manhattan Beach",33.8847361,-118.4109089
4902,"Hermosa Beach",33.8622366,-118.3995194
4912,"Redondo Breakwater",33.843486,-118.388207
4910,"Torrance Beach/Haggerty's",33.8358492,-118.3406288
4936,"PV Cove",8.4985684,76.935145
4935,"Lunada Bay",33.7697542,-118.426533
4931,"Cabrillo Beach",33.7114369,-118.2836267
4217,"Seal Beach",33.7414064,-118.1047866
4865,"South Side/13th Street",43.0319881,-91.1321633
4867,Surfside,25.8784284,-80.1256007
4219,"Anderson Street",34.5152428,-82.5115162
4868,"Bolsa Chica State Beach",33.6954737,-118.0487376
4870,Goldenwest,33.7206208,-118.0025061
4871,"17th Street",32.7515261,-99.8956013
103681,"Huntington State Beach",33.5153662,-79.0598358
4875,"Santa Ana River Jetties",33.7654156,-117.9006784
43103,"West Newport",51.584151,-2.997664
4876,"54th/56th St. Newport",41.4901024,-71.3128285
4225,"40 St. Newport",44.6092046,-124.0500267
4226,"36th St. Newport",44.663086,-124.0506571
53412,Blackies,34.4335445,-110.0724187
4227,"Newport Pier",33.6069147,-117.9298606
4877,"Newport Point",36.8966694,-76.2850033
4232,"The Wedge",33.5925225,-117.8822792
4879,"Corona del Mar",33.5978595,-117.8730142
46525,"Crystal Cove",34.1218909,-92.9370338
4860,Rockpile,44.5610928,-105.5252806
4857,"Thalia Street",33.5371999,-117.7759343
4856,"Brooks Street",46.8461504,-114.0219641
4855,"Aliso Creek",33.3189396,-117.3147423
4233,"Salt Creek",38.241944,-104.584722
4849,Strands,51.5111388,-0.1194133
4848,"Doheny State Beach",33.462796,-117.6819795
4235,T-Street,38.5610314,-121.4684832
4843,"San Clemente State Beach",33.4038466,-117.6026898
4737,Cottons,43.041734,-75.7818537
4739,Middles,54.8569185,-1.6818026
4741,Church,12.2013355,79.7767356
106106,"San Onofre",9.733333,-75.533333
4237,"San Onofre State Beach",33.4038466,-117.6026898
4736,Trails,33.2164779,-100.8520424
4238,"Oceanside Harbor",33.2078136,-117.3950394
4241,"Oceanside Pier NS",33.1958696,-117.3794834
68366,"Oceanside Pier SS",33.1958696,-117.3794834
4242,Tamarack,37.8013409,-81.2174546
4775,"Terra Mar Point",33.1284921,-117.3328275
4773,Ponto,46.8728888,-94.341084
4771,Grandview,38.8858407,-94.5330096
4772,Beacons,50.3669223,-4.5177625
4770,"Moonlight Beach",33.0478787,-117.2979158
4792,"D Street",35.1233498,-77.0206743
4789,Swami's,33.0445129,-117.2838303
4790,Pipes,43.1491,0.79941
4791,"San Elijo",33.02479,-117.2192463
4786,Cardiff,51.481581,-3.17909
4787,"Seaside Reef",45.983434,-123.9137621
4783,"Del Mar",32.2848172,-96.1267382
107951,"Torrey Pines State Beach",32.9361564,-117.2614258
4245,Blacks,40.069077,-90.990486
4246,Scripps,32.7515454,-117.1605004
4812,"La Jolla Shores",32.8577055,-117.2529145
4247,Horseshoe,32.5552717,-98.5007945
4248,Windansea,33.213944,-117.293188
4249,Birdrock,30.248048,31.5204835
4803,"PB Point",31.4315755,74.936336
4250,"Pacific Beach",32.8024577,-117.2355851
4252,"Mission Beach",32.7706526,-117.2514447
4253,"Ocean Beach, SD",32.7494988,-117.2470353
4254,"Sunset Cliffs",32.726274,-117.2514447
4816,"Coronado Beach",29.0233883,-80.8867217
4814,"Tijuana Slough",32.552669,-117.1102972
8003,Martinique,14.641528,-61.024174
8006,Minutes,45.869725,4.144234
8005,Osbourne,43.7524308,-69.9857101
72738,"Fort Wilkins State Park",47.467151,-87.867493
72739,"Trails End Bay",45.7595937,-84.7969257
72740,Charlevoix,45.3180632,-85.2584004
72741,"Sleeping Bear Dunes",44.8977314,-85.9888528
72742,"Empire Beach",42.8675078,-79.1413595
72743,"Frankfort Beach",44.7055428,-86.2311706
72745,"Elberta Beach",41.428377,-82.3401611
72756,"Orchard Beach",40.8629619,-73.7926456
72757,"Manistee Pier",44.2444473,-86.324253
72759,"Ludington State Park",44.0032453,-86.4823979
72760,"Charles Mears State Park",43.7839062,-86.4383286
72761,"Silver Lake",34.0869409,-118.2702036
72762,"White Lake Channel",38.1050461,-88.0108651
72765,"Duck Lake",42.400039,-84.7822037
72766,"Pioneer Park",40.7834102,-89.6195269
72767,Muskegon,43.2341813,-86.2483921
72775,"Norton Shores",43.1689044,-86.2639461
72776,Grandhaven,43.0630734,-86.2283864
72778,"Port Sheldon",42.8994651,-86.1997692
72779,"Holland Light House",51.787686,1.1548778
72780,"Saugatuck Dunes",42.6768263,-86.2112836
72781,"Oval Beach",48.6747356,-67.9927328
72783,"South Haven North Beach",42.4657649,-86.2466397
72785,"Van Buren State Park",42.334582,-86.3005837
72787,"St. Joeseph North Beach",25.8712065,-80.1233784
72788,"St. Joeseph South Beach",37.7812356,-122.441349
72789,"Warren Dunes",41.9143611,-86.5937582
72790,"Gordon Beach",41.8280972,-86.7030811
72791,"New Buffalo",41.7939302,-86.7439154
72792,"Washington Park",42.3471092,-87.8515397
72793,"Beverly Shores",41.6925381,-86.9775319
72794,"Indiana Dunes",41.6532678,-87.0524338
72795,"Porter Beach",41.6273736,-87.1919547
72796,"Dunes Acres Beach",41.6568937,-87.080606
72797,"Ogden Dunes West Beach",41.6260867,-87.210336
72798,Whiting,41.6797578,-87.4944873
72803,"Montrose Avenue",34.2172157,-118.241931
72806,"Dempster Street",42.0409177,-87.7714862
72807,"Gilson Beach",42.0801171,-87.6885219
72808,"Tower Road",33.1824346,-103.800644
72809,"Rosewood Beach",33.6610727,-117.8009795
72810,"Lake Forest Beach",42.7623674,-86.2047951
72811,"North Avenue Beach",51.4431049,-2.4691692
72812,"Illinois State Beach",39.848064,-90.557909
72813,"North Point Beach-Winthrop Harbor",42.4789097,-87.8236841
72814,Racine,42.7261309,-87.7828523
72815,"Wind Point",42.7844636,-87.7661861
72816,"Grant Park",41.2411449,-87.6461491
72817,"McKinley Beach",43.0536552,-87.8810568
72818,"Bradford Beach",43.061393,-87.8730806
72819,"Big Whitefish Bay",43.1089625,-87.8884182
72820,"Port Washington",40.8256561,-73.6981858
72821,"Harrington Beach",39.6767016,-75.7478694
72822,"Kohler-Andrae State Park",43.66843,-87.717287
72824,"North Point/The Elbow",51.8402778,-176.0263889
72825,"Point Beach",35.1887855,-75.7759988
72826,Algoma,44.6088884,-87.4325891
72827,"Rock Island",41.5094771,-90.5787476
72828,"Garden Peninsula",10.4643636,-66.5176003
72870,Woodlawn,39.3228841,-76.7280277
72871,"Hamburg Beach",42.4386099,-83.8576728
72872,"Wendt Beach",42.6771642,-79.0461433
72873,"Bennett Beach",42.6593686,-79.0592315
72874,"Point Breeze",39.9338417,-75.1808035
72875,Evangola,42.6069444,-79.1016667
72876,"Gratiot Point",42.4936685,-79.3542104
72877,"Lake Erie State Park",42.4191203,-79.4374299
72878,Freeport,40.6576022,-73.5831835
72879,"Presque Isle State Park",42.1609399,-80.1176336
72880,"Conneaut Lighthouse Park",41.9475551,-80.5542409
72881,"Walnut Beach",41.2023193,-73.101775
72882,Saybrook,40.4267005,-88.5261711
72883,"Geneva/Chestnut Beach",46.1983922,6.1422961
72884,"Headlands Beach",39.3626881,-123.8172286
72885,"Overlook Beach Park",41.7119871,-81.3779197
72886,Metropark,34.1836381,-118.8877348
72887,"Euclid Beach",41.5810704,-81.5689268
72889,"Bay Village-Huntington Beach",41.4911544,-81.9345851
72890,"Avon Lake",41.5053178,-82.0282001
72891,"Vermilion Main Street Beach",41.4250444,-82.3662736
72892,"Nickel Plate Beach",41.3956236,-82.5446231
72893,"Cedar Point",38.2600168,-96.8197407
72894,"Marblehead Light House",41.53926,-82.761571
72895,Catawba,35.7073558,-81.0756345
72896,"Luna Pier",41.8069907,-83.442433
72897,"Toledo Beach",31.204496,-93.7260709
72898,"Sterling State Park",41.9213471,-83.3421369
72899,"Seacliffe Beach",36.9722222,-121.9138889
72900,"Point Pelee",41.962772,-82.51844
72901,Wheatley,51.746021,-1.129617
72902,Rondeau,-32.89658,-68.83823
72903,"Duttona  Beach",42.583941,-81.468178
72904,"Port Bruce",42.654511,-81.008881
72905,"Port Burwell",42.6478043,-80.8003197
72906,"Long Point (southwest beach)",27.8775256,-80.4662806
72907,"Lake Erie Beach, Port Dover",51.1278758,1.3134027
72908,Selkirk,42.5323027,-73.7984563
72909,"South Cayuga",42.873016,-79.723341
72910,"Rock Point",36.7180568,-109.6259429
72911,"Nickel Beach",-31.8557322,115.7703347
72912,"Wyldewood Beach",42.8722301,-79.1484007
72914,"Pleasant Beach",42.262323,-70.811988
72915,"Palmwood Point",30.4492051,-97.6152651
5123,"Higgins Beach",43.561816,-70.275256
5126,"Scarborough Beach Park",41.3912668,-71.4722349
5127,"Old Orchard Beach",43.5177659,-70.3772911
5125,"Gooch's Beach",43.3475862,-70.4817182
5124,"Wells Beach",43.3059194,-70.5650531
5105,Ogunquit,43.248889,-70.599167
5106,"York Beach",43.1714933,-70.608929
5129,"Long Sands",58.7338889,-158.5447222
5117,"Straw's Point",42.9928424,-70.7524053
5122,"Sawyer's Beach",42.9789981,-70.7649811
5121,"Rye on the Rocks / 5-0's",45.8581269,-79.6180915
5116,"Fox Hill",42.281751,-79.0019619
5118,"Plaice Cove",42.9470347,-70.7886632
5130,"The Wall",44.5866666,-109.6161111
5120,"The Main Beach",-27.9650379,153.4269116
5131,Hampton,37.0298687,-76.3452218
4263,Seabrook,29.5641184,-95.0254839
5114,"Nantasket Beach",42.2917663,-70.87449
5113,"Egypt Beach",42.2207694,-70.7475121
108234,"Marconi Beach",41.8917732,-69.9611306
108229,"Nauset Light Beach",41.8675804,-69.9543806
108228,"Coast Guard Beach",41.8431635,-69.9452957
108230,"Nauset Beach",41.8417747,-69.9452957
5115,"Cape Cod",41.6990958,-70.3209113
30174,Nantucket,41.2834704,-70.099451
30239,"Martha's Vineyard",41.3804981,-70.645473
5111,"First Beach",47.0122461,-104.0050728
5112,"Second Beach",47.8848714,-124.6180856
5110,"Ruggles - Newport",41.467756,-71.3094704
4266,Narragansett,41.4500844,-71.449503
5108,"Monahan's - Narragansett",41.4500844,-71.449503
5107,"Point Judith",41.3653803,-71.4867225
41373,Matunuck,41.3784352,-71.5458919
9858,"Misquamicut State Beach",41.3237112,-71.802845
5142,"Ditch Plains",41.0406577,-71.9178462
5146,Poles,53.9910047,-7.2900737
5141,"Trailer Park",43.9538484,-89.7807974
5148,Terrace,40.8558103,-93.1947257
4268,Montauk,41.0359353,-71.9545146
5147,"Main Beach",-27.9650379,153.4269116
77839,"East Hampton Beach",42.907222,-70.811944
68789,"Coopers Beach",-34.9925501,173.5081677
5140,Flys,46.277557,6.03155
5139,"The Bowl",47.8162085,-122.3699336
5149,"K Road",40.5029509,-99.43614
5138,Cupsogue,40.7714505,-72.7348381
5137,"Fire Island",40.6475997,-73.1459474
5136,"Robert Moses",43.173309,-79.0289162
5135,"Gilgo Beach",40.6184346,-73.3976229
5144,"West End",-42.4007659,173.6813563
5132,"Lido Beach",40.5889926,-73.6254072
5133,"Lincoln Blvd.",33.9933268,-118.4512227
4269,Lincoln,40.810556,-96.680278
5150,"Laurelton Blvd.",40.5884589,-73.6727573
5151,"30th - 39th Streets",42.6108571,-87.855774
4270,"Rockaway Beach (90th)",40.5870827,-73.8138691
5152,"84th Street",40.9361705,-96.0448918
5154,"Breezy Point",46.5897331,-94.2175088
5164,"Sandy Hook",40.4781616,-74.0162658
5163,Monmouth,51.8116533,-2.7163045
4276,"Monmouth Beach",40.3303883,-73.9815262
5162,"Loch Arbor and Deal",40.2522877,-74.0334379
5161,"Asbury Park",40.2203907,-74.0120817
5160,"Ocean Grove",40.2120575,-74.0065258
5159,"Bradley Beach",40.2023354,-74.0120814
5158,Avon,51.490391,-2.060668
5157,Belmar,40.1784471,-74.0218037
5156,"Spring Lake",40.1534476,-74.0281925
5155,"Sea Girt",40.1320592,-74.0345813
4278,Manasquan,40.1136928,-74.0376355
5183,Jenkinson's,40.0948341,-74.0364811
5182,"Bay Head",40.0717828,-74.0543036
6319,Mantoloking,40.0392835,-74.0498585
5181,Lavallette,39.9703958,-74.0687475
5180,"Ortley Beach",39.9556738,-74.074303
4279,"Casino Pier",39.9427222,-74.0706469
5179,"Seaside Heights",39.944285,-74.0729139
5178,"Seaside Park",39.9267852,-74.0770806
5177,"Island Beach State Park",39.8285683,-74.0920071
5176,"Hudson Avenue",42.3130619,-73.741916
4280,"Long Beach Island",39.641727,-74.1885825
5175,7-11,16.1195301,120.4014391
5174,Holyoke,42.2042586,-72.6162009
5172,"10th Street North to 14th Street North",29.9570391,30.9088562
5171,"Brigantine Jetty",39.4101171,-74.3645906
5170,Crystals,33.6000397,131.1899523
5169,"States Avenue",42.7723164,-94.0900971
5168,"South Carolina Avenue",36.2270754,-80.7074393
5167,"Ventnor Pier",50.5944677,-1.2050014
5166,"Margate Pier",51.3279569,1.4189234
5165,"32nd Street",42.472718,-85.8576286
4281,"Ocean City, NJ",39.2776156,-74.5746001
5575,"North Street to 3rd Street Jetty",43.0600638,-82.5300263
5576,"7th Street",28.9830098,-95.9477738
5577,"Sumner Avenue",46.9760686,-123.8527552
5578,"36th Street to 42nd Street",24.4684117,121.800722
5580,"Nun's Beach",-38.3422222,141.6075
5581,"2nd St. to 10th St.",29.9447613,30.8857936
5584,"Poverty Beach",46.0518278,-62.475332
5585,"Queen Street",37.9293149,-76.860169
5586,"Stockton Avenue",40.341535,-74.673707
5587,"Grant Street Beach",44.3190354,-83.6857975
5588,"Broadway Beach",26.7638149,-80.0552566
5589,"The Cove",30.7731945,-98.4618903
5192,"Naval Jetties",14.7674828,74.1511544
5191,"Gordons Pond",46.8436335,-64.0823924
5190,"Dewey Beach",38.6928899,-75.0746249
5187,"Indian River Inlet",38.6079172,-75.0676853
5189,"Bethany Beach",38.5395564,-75.0551806
5188,"Fenwick Island",38.4623346,-75.0512922
5186,"North End to Ocean City Inlet",42.3647024,-71.0542339
4406,"Ocean City, MD",38.3365032,-75.0849058
5185,Assateague,38.3073346,-75.1815682
5212,"Fishermans Island",42.1408275,-71.5558894
5211,"North End 83rd - 86th St.",13.0403218,80.2068001
106919,"North End 42nd - 46th St.",13.1129966,80.1801616
5210,"15th Street Pier",41.8044919,-83.442863
4407,"1st Street Jetty",1.4090559,103.8308248
5206,"Camp Pendleton",33.3178416,-117.3205123
5207,"Sandbridge Beach",36.7115442,-75.9296304
5242,Corolla,36.3802879,-75.8307777
5241,"Duck Pier",56.005572,-4.5869553
106914,"Eckner Street",36.084322,-75.711981
5240,"Kitty Hawk Pier",36.0646102,-75.7057346
5238,"Avalon Pier",33.3436132,-118.3250389
4408,"Kill Devil Hills",36.0307226,-75.6760101
69923,"Bath House",51.1008789,-0.8694185
5236,"Nags Head",35.9573922,-75.6240619
5237,"First Street",46.1649803,-94.6003344
95460,"Jennette's Pier",35.9100863,-75.5956256
5235,"Pea Island",40.8772246,-73.7623111
5234,"S Turns",61.1479365,-149.7368717
4410,Rodanthe,35.5935134,-75.4679358
5232,"Waves and Salvo",35.5698862,-75.4639317
5231,"Avon Pier",35.3473061,-75.5004568
5230,"Cape Hatteras Lighthouse",35.2505368,-75.5288298
5229,"Frisco Pier",37.7411119,-122.3761256
5228,Ocracoke,35.1146152,-75.9810097
5257,"Cape Lookout National Seashore",34.8757333,-76.3216979
5256,"Atlantic Beach",34.6990505,-76.7402108
106923,"Oceanana Pier",35.106238,-120.6269211
5254,"Emerald Isle",34.6779399,-76.9507762
5253,"Topsail Beach",34.3651685,-77.6305293
5252,"Surf City Pier",-38.1145155,144.6525742
5250,"C Street",37.3953533,-94.0891481
62371,"Wrightsville Beach",34.2085036,-77.7963709
5249,"Crystal Pier",39.2283224,-120.0093124
5247,"Carolina Beach",34.0351726,-77.8935966
5246,"Kure Beach",33.9968399,-77.9072081
5245,"Fort Fisher",33.9717513,-77.9175992
5243,"Oak Island",44.5122805,-64.2949465
5244,"South Brunswick Beaches",33.899919,-78.4569439
72312,"Ocean Isle",33.908897,-78.4353299
5280,"Cherry Grove",40.6589884,-73.0890007
5279,"Myrtle Beach",33.6890603,-78.8866943
5281,"North End",42.3647024,-71.0542339
5283,"South Litchfield",44.1757736,-69.8217279
5284,"The Pier",42.9450039,-76.429333
5301,"South Jetty",50.8808582,4.3227894
5285,"The South End",53.2229304,0.2980204
5286,"North Island",64.963051,-19.020835
5287,"South Island",64.2661426,-18.8158138
5288,"Cape Romain",33.006836,-79.3595031
5289,"Bull Island",65.1708333,-152.1661111
5277,"Dewees Island",32.8373223,-79.7147468
5290,"Wild Dunes",32.8108102,-79.7315747
5293,"The Washout",46.4116147,-119.9901901
5295,"10th Street",38.3613638,-98.7718347
5294,"Folly Beach Pier Southside",32.6551798,-79.9403673
4415,"Folly Beach Pier Northside",32.6551798,-79.9403673
5296,"Kiawah Island/Seabrook Island",32.5882385,-80.1634296
5297,"Edisto Beach",32.4793551,-80.3348229
5298,"Hunting Island",32.3585481,-80.4521216
5299,"Fripp Island",32.317001,-80.4966062
5300,"Hilton Head Island",32.216316,-80.752608
5276,"Sugar Shack",37.5831684,-81.5370499
5275,"Tybee Island Pier",32.0002152,-80.845666
5274,"18th St. Jetty",-33.3640128,151.4944614
5272,"Little Tybee Island",31.975216,-80.8914989
5271,"Wassau Island/North End",32.2774694,-80.9243279
5270,"Wassau Island/South End",32.2774694,-80.9243279
5269,"Ossabaw Island",31.7615309,-81.1085744
5268,"St. Catherine's Island",51.6704841,-4.6916687
5267,"Blackbeard Island",31.5160566,-81.195928
5266,"Cabretta Island",31.4341138,-81.2406497
5265,"Sapelo Island",31.4774455,-81.2417611
5264,"Wolf Island",36.7392236,-89.2103471
5263,"Litttle St. Simons Island",31.2706715,-81.3014284
5260,"Sea Island",31.2017278,-81.3316903
5262,"St. Simons Island",31.1595905,-81.3885517
5259,"Jekyll Island",31.0685662,-81.4134297
5258,"Cumberland Island",30.8532764,-81.4388858
5323,"Ft. Clinch State Park",30.6676687,-81.434269
5322,"Main Beach",-27.9650379,153.4269116
5324,"Amelia Pier",46.1442128,-60.1979079
5321,"Talbot Island",30.4827391,-81.4409217
5318,"Mayport Poles",30.3923949,-81.4299586
5317,"18th Street",43.4226191,-95.1177917
5316,"Atlantic Beach",34.6990505,-76.7402108
5315,"Jacksonville Beach Pier",30.2841224,-81.3961338
5314,Sawgrass,30.1927427,-81.3706368
5312,Crossroads,33.2318281,-97.0022908
5313,"Gate Station",36.13716,-115.15294
5311,Vilano,52.6041052,23.0200198
5310,Blowholes,-35.1187195,117.9288554
5309,Middles,54.8569185,-1.6818026
90680,"St Augustine Pier",53.3003612,-6.1421284
4418,"A-St, St Augustine",29.894722,-81.314444
5304,"Crescent Beach",42.5982689,-77.1438309
61837,"Flagler Beach Pier",29.4749754,-81.1270035
5333,"Ormond Beach",29.2858129,-81.0558894
5331,"Main Street Pier",41.436897,-71.5015602
5332,"Daytona Beach",29.2108147,-81.0228331
5329,"Ponce Inlet",29.0963729,-80.9369983
4420,"New Smyrna Beach",29.0258191,-80.9269984
5327,"Flagler Avenue",29.038567,-80.9007897
5326,"Bethune Beach",28.941441,-80.844768
5340,Playalinda,30.3113892,-86.0884219
5341,"Kennedy Space Center",28.5728722,-80.6489808
5339,"Jetty Park",28.4070779,-80.5924449
4421,"Cocoa Beach Pier",28.3200067,-80.6075513
5344,"Lori Wilson Park",28.3365435,-80.6084072
5359,"The Streets",54.5196065,-1.9408646
5356,"Picnic Tables",28.2666061,-80.6056434
5361,"2nd Light",21.1492468,72.836039
5362,Hangers,50.9675056,-1.1958315
5357,Perkins,40.7922353,-101.4339148
5358,RC's,43.7683258,-87.7270716
40569,"Satellite Beach",28.1761233,-80.5900519
5355,"The Radisson",45.7644941,4.2799467
4422,Indialantic,28.0894599,-80.5656079
17513,"Melbourne Beach",28.0683496,-80.5603303
5351,"Spessard Holland",27.8714363,-81.8285311
5363,"Bonsteel Park",27.9014809,-80.4708436
5338,"Spanish House",32.8144657,-96.7683173
5336,"Sebastian Inlet",27.860302,-80.4472737
5346,Wabasso,27.7483622,-80.4361629
5345,Riomar,11.0285346,-74.8214693
5347,"P.V. Martin's",15.487079,73.8127908
5335,"Ft. Pierce Inlet",27.4727372,-80.2857895
4425,"Jensen Beach",27.2544906,-80.2297697
5608,"Stuart Public Beach",36.6924854,-75.9734938
5384,Fletcher's,36.1807141,-76.1490955
5606,"Hobe Sound Public Beach",27.059498,-80.1364323
5382,"Blowing Rocks",26.9801073,-80.0842777
5381,"Coral Cove Park",26.9632902,-80.0788105
5610,"Jupiter Inlet",26.9443142,-80.0723599
5602,"Civic Center",22.541605,114.061028
5396,Corners,36.589661,-88.9168724
5603,"Kite Beach",25.1642072,55.2079672
5600,"Ocean Reef Park",32.8280236,-96.6320698
5596,Pumphouse,35.8079197,-118.6213262
5398,"Peanut Island",26.7732826,-80.0472053
5397,"The Cove",30.7731945,-98.4618903
4428,"Reef Road",41.13415,-73.2512735
5597,Sunrise,26.1669711,-80.256595
5598,Breakers,33.8876155,-78.4354198
5615,Flagpole,40.5224232,-79.8839656
5380,"Palm Beach",26.7056206,-80.0364297
5604,"Lake Worth Pier",26.6128188,-80.0368621
5378,"Lantana Public Beach",36.7760503,-76.1173778
5605,"Boynton Beach Inlet (Southside)",26.5317866,-80.0905465
5395,"Boynton Beach Inlet (Northside)",26.5317866,-80.0905465
5609,"Blind Creek Park",44.3840823,-109.6879422
5364,"Walton Rocks",27.3408591,-80.2369628
5376,"Delray Beach",26.4614625,-80.0728201
5375,"Atlantic Dunes Park",26.4420229,-80.0608266
5399,"Japanese Rock",34.1466585,-118.1411832
5394,"Red Reef Park",26.3852819,-80.0675123
4431,"Boca Raton Inlet",26.3359116,-80.0711537
